year, month, day, hour, period, time, team, type, player, assist
14,12,28,8, null, null, belarus,goal, null, null
14,12,28,8, null, null, belarus,goal, null, null
14,12,28,8, null, null, belarus,goal, null, null
14,12,28,8, null, null, newlowell,goal, null, null
14,12,28,8, null, null, newlowell,goal, null, null
14,12,28,8, null, null, newlowell,goal, null, null
14,12,28,9, null, null, garner,goal, null, null
14,12,28,9, null, null, garner,goal, null, null
14,12,28,9, null, null, garner,goal, null, null
14,12,28,9, null, null, coatscreek,goal, null, null
14,12,28,9, null, null, coatscreek,goal, null, null
14,12,28,9, null, null, coatscreek,goal, null, null
14,12,7,7, null, null, garner,goal, null, null
14,12,7,7, null, null, garner,goal, null, null
14,12,7,7, null, null, garner,goal, null, null
14,12,7,7, null, null, garner,goal, null, null
14,12,7,7, null, null, garner,goal, null, null
14,12,7,7, null, null, garner,goal, null, null
14,12,7,7, null, null, stayner,goal, null, null
14,12,7,8, null, null, belarus,goal, null, null
14,12,7,8, null, null, belarus,goal, null, null
14,12,7,8, null, null, belarus,goal, null, null
14,12,7,8, null, null, coatscreek,goal, null, null
14,12,7,8, null, null, coatscreek,goal, null, null
14,12,7,8, null, null, coatscreek,goal, null, null
14,12,7,8, null, null, coatscreek,goal, null, null
14,12,7,8, null, null, coatscreek,goal, null, null
14,12,7,8, null, null, coatscreek,goal, null, null
14,12,7,9, null, null, newlowell,goal, null, null
14,12,7,9, null, null, newlowell,goal, null, null
14,12,7,9, null, null, newlowell,goal, null, null
14,12,7,9, null, null, newlowell,goal, null, null
14,12,7,9, null, null, newlowell,goal, null, null
14,12,7,9, null, null, cashtown,goal, null, null
14,12,7,9, null, null, cashtown,goal, null, null
14,12,7,9, null, null, cashtown,goal, null, null
14,12,7,9, null, null, cashtown,goal, null, null
14,12,7,9, null, null, cashtown,goal, null, null
14,12,7,9, null, null, cashtown,goal, null, null
14,12,7,9, null, null, cashtown,goal, null, null
15,1,11,7, null, null, belarus,goal, null, null
15,1,11,7, null, null, belarus,goal, null, null
15,1,11,7, null, null, belarus,goal, null, null
15,1,11,7, null, null, coatscreek,goal, null, null
15,1,11,7, null, null, coatscreek,goal, null, null
15,1,11,7, null, null, coatscreek,goal, null, null
15,1,11,7, null, null, coatscreek,goal, null, null
15,1,11,7, null, null, coatscreek,goal, null, null
15,1,11,7, null, null, coatscreek,goal, null, null
15,1,11,8, null, null, newlowell,goal, null, null
15,1,11,8, null, null, newlowell,goal, null, null
15,1,11,8, null, null, cashtown,goal, null, null
15,1,11,8, null, null, cashtown,goal, null, null
15,1,11,8, null, null, cashtown,goal, null, null
15,1,11,9, null, null, garner,goal, null, null
15,1,11,9, null, null, garner,goal, null, null
15,1,11,9, null, null, garner,goal, null, null
15,1,11,9, null, null, garner,goal, null, null
15,1,11,9, null, null, garner,goal, null, null
15,1,11,9, null, null, garner,goal, null, null
15,1,11,9, null, null, garner,goal, null, null
15,1,11,9, null, null, garner,goal, null, null
15,1,11,9, null, null, garner,goal, null, null
15,1,11,9, null, null, stayner,goal, null, null
15,1,11,9, null, null, stayner,goal, null, null
15,1,11,9, null, null, stayner,goal, null, null
15,1,18,7, null, null, garner,goal, null, null
15,1,18,7, null, null, garner,goal, null, null
15,1,18,7, null, null, garner,goal, null, null
15,1,18,7, null, null, garner,goal, null, null
15,1,18,7, null, null, garner,goal, null, null
15,1,18,7, null, null, cashtown,goal, null, null
15,1,18,7, null, null, cashtown,goal, null, null
15,1,18,7, null, null, cashtown,goal, null, null
15,1,18,7, null, null, cashtown,goal, null, null
15,1,18,7, null, null, cashtown,goal, null, null
15,1,18,7, null, null, cashtown,goal, null, null
15,1,18,8, null, null, belarus,goal, null, null
15,1,18,8, null, null, stayner,goal, null, null
15,1,18,8, null, null, stayner,goal, null, null
15,1,18,8, null, null, stayner,goal, null, null
15,1,18,9, null, null, newlowell,goal, null, null
15,1,18,9, null, null, coatscreek,goal, null, null
15,1,18,9, null, null, coatscreek,goal, null, null
15,1,18,9, null, null, coatscreek,goal, null, null
15,1,25,7, null, null, newlowell,goal, null, null
15,1,25,7, null, null, newlowell,goal, null, null
15,1,25,7, null, null, garner,goal, null, null
15,1,25,7, null, null, garner,goal, null, null
15,1,25,7, null, null, garner,goal, null, null
15,1,25,7, null, null, garner,goal, null, null
15,1,25,7, null, null, garner,goal, null, null
15,1,25,8, null, null, coatscreek,goal, null, null
15,1,25,8, null, null, coatscreek,goal, null, null
15,1,25,8, null, null, coatscreek,goal, null, null
15,1,25,8, null, null, stayner,goal, null, null
15,1,25,8, null, null, stayner,goal, null, null
15,1,25,8, null, null, stayner,goal, null, null
15,1,25,9, null, null, belarus,goal, null, null
15,1,25,9, null, null, belarus,goal, null, null
15,1,25,9, null, null, belarus,goal, null, null
15,1,25,9, null, null, cashtown,null, null, null
15,1,4,7, null, null, newlowell,goal, null, null
15,1,4,7, null, null, newlowell,goal, null, null
15,1,4,7, null, null, newlowell,goal, null, null
15,1,4,7, null, null, stayner,goal, null, null
15,1,4,8, null, null, coatscreek,goal, null, null
15,1,4,8, null, null, coatscreek,goal, null, null
15,1,4,8, null, null, coatscreek,goal, null, null
15,1,4,8, null, null, coatscreek,goal, null, null
15,1,4,8, null, null, cashtown,null, null, null
15,1,4,9, null, null, belarus,goal, null, null
15,1,4,9, null, null, belarus,goal, null, null
15,1,4,9, null, null, belarus,goal, null, null
15,1,4,9, null, null, garner,goal, null, null
15,1,4,9, null, null, garner,goal, null, null
15,1,4,9, null, null, garner,goal, null, null
15,1,4,9, null, null, garner,goal, null, null
15,1,4,9, null, null, garner,goal, null, null
15,1,4,9, null, null, garner,goal, null, null
15,2,15,7, null, null, stayner,goal, null, null
15,2,15,7, null, null, stayner,goal, null, null
15,2,15,7, null, null, stayner,goal, null, null
15,2,15,7, null, null, stayner,goal, null, null
15,2,15,7, null, null, belarus,goal, null, null
15,2,15,8, null, null, coatscreek,goal, null, null
15,2,15,8, null, null, coatscreek,goal, null, null
15,2,15,8, null, null, newlowell,goal, null, null
15,2,15,8, null, null, newlowell,goal, null, null
15,2,15,9, null, null, garner,goal, null, null
15,2,15,9, null, null, garner,goal, null, null
15,2,15,9, null, null, garner,goal, null, null
15,2,15,9, null, null, garner,goal, null, null
15,2,15,9, null, null, garner,goal, null, null
15,2,15,9, null, null, garner,goal, null, null
15,2,15,9, null, null, garner,goal, null, null
15,2,15,9, null, null, garner,goal, null, null
15,2,15,9, null, null, cashtown,goal, null, null
15,2,15,9, null, null, cashtown,goal, null, null
15,2,15,9, null, null, cashtown,goal, null, null
15,2,15,9, null, null, cashtown,goal, null, null
15,2,22,7, null, null, garner,goal, null, null
15,2,22,7, null, null, garner,goal, null, null
15,2,22,7, null, null, garner,goal, null, null
15,2,22,7, null, null, garner,goal, null, null
15,2,22,7, null, null, garner,goal, null, null
15,2,22,7, null, null, stayner,goal, null, null
15,2,22,7, null, null, stayner,goal, null, null
15,2,22,8, null, null, coatscreek,goal, null, null
15,2,22,8, null, null, coatscreek,goal, null, null
15,2,22,8, null, null, coatscreek,goal, null, null
15,2,22,8, null, null, coatscreek,goal, null, null
15,2,22,8, null, null, coatscreek,goal, null, null
15,2,22,8, null, null, coatscreek,goal, null, null
15,2,22,8, null, null, coatscreek,goal, null, null
15,2,22,8, null, null, belarus,goal, null, null
15,2,22,8, null, null, belarus,goal, null, null
15,2,22,8, null, null, belarus,goal, null, null
15,2,22,8, null, null, belarus,goal, null, null
15,2,22,8, null, null, belarus,goal, null, null
15,2,22,9, null, null, cashtown,goal, null, null
15,2,22,9, null, null, cashtown,goal, null, null
15,2,22,9, null, null, cashtown,goal, null, null
15,2,22,9, null, null, newlowell,goal, null, null
15,2,8,7, null, null, belarus,goal, null, null
15,2,8,7, null, null, belarus,goal, null, null
15,2,8,7, null, null, belarus,goal, null, null
15,2,8,7, null, null, belarus,goal, null, null
15,2,8,7, null, null, belarus,goal, null, null
15,2,8,7, null, null, belarus,goal, null, null
15,2,8,7, null, null, newlowell,goal, null, null
15,2,8,7, null, null, newlowell,goal, null, null
15,2,8,8, null, null, garner,goal, null, null
15,2,8,8, null, null, coatscreek,goal, null, null
15,2,8,8, null, null, coatscreek,goal, null, null
15,2,8,8, null, null, coatscreek,goal, null, null
15,2,8,8, null, null, coatscreek,goal, null, null
15,2,8,8, null, null, coatscreek,goal, null, null
15,2,8,8, null, null, coatscreek,goal, null, null
15,2,8,8, null, null, coatscreek,goal, null, null
15,2,8,8, null, null, coatscreek,goal, null, null
15,2,8,8, null, null, coatscreek,goal, null, null
15,2,8,8, null, null, coatscreek,goal, null, null
15,2,8,9, null, null, stayner,goal, null, null
15,2,8,9, null, null, stayner,goal, null, null
15,2,8,9, null, null, cashtown,goal, null, null
15,2,8,9, null, null, cashtown,goal, null, null
15,2,8,9, null, null, cashtown,goal, null, null
15,3,1,7, null, null, garner,goal, null, null
15,3,1,7, null, null, garner,goal, null, null
15,3,1,7, null, null, newlowell,goal, null, null
15,3,1,7, null, null, newlowell,goal, null, null
15,3,1,7, null, null, newlowell,goal, null, null
15,3,1,7, null, null, newlowell,goal, null, null
15,3,1,7, null, null, newlowell,goal, null, null
15,3,1,8, null, null, coatscreek,goal, null, null
15,3,1,8, null, null, coatscreek,goal, null, null
15,3,1,8, null, null, coatscreek,goal, null, null
15,3,1,8, null, null, coatscreek,goal, null, null
15,3,1,8, null, null, coatscreek,goal, null, null
15,3,1,8, null, null, coatscreek,goal, null, null
15,3,1,8, null, null, stayner,goal, null, null
15,3,1,8, null, null, stayner,goal, null, null
15,3,1,8, null, null, stayner,goal, null, null
15,3,1,9, null, null, cashtown,null, null, null
15,3,1,9, null, null, belarus,goal, null, null
15,3,1,9, null, null, belarus,goal, null, null
15,3,1,9, null, null, belarus,goal, null, null
15,3,1,9, null, null, belarus,goal, null, null
15,3,1,9, null, null, belarus,goal, null, null
15,3,15,7, null, null, belarus,goal, null, null
15,3,15,7, null, null, belarus,goal, null, null
15,3,15,7, null, null, newlowell,goal, null, null
15,3,15,7, null, null, newlowell,goal, null, null
15,3,15,7, null, null, newlowell,goal, null, null
15,3,15,7, null, null, newlowell,goal, null, null
15,3,15,7, null, null, newlowell,goal, null, null
15,3,15,7, null, null, newlowell,goal, null, null
15,3,15,8, null, null, coatscreek,goal, null, null
15,3,15,8, null, null, coatscreek,goal, null, null
15,3,15,8, null, null, coatscreek,goal, null, null
15,3,15,8, null, null, garner,goal, null, null
15,3,15,8, null, null, garner,goal, null, null
15,3,15,8, null, null, garner,goal, null, null
15,3,15,8, null, null, garner,goal, null, null
15,3,15,8, null, null, garner,goal, null, null
15,3,15,8, null, null, garner,goal, null, null
15,3,15,8, null, null, garner,goal, null, null
15,3,15,8, null, null, garner,goal, null, null
15,3,15,8, null, null, garner,goal, null, null
15,3,15,9, null, null, cashtown,goal, null, null
15,3,15,9, null, null, cashtown,goal, null, null
15,3,15,9, null, null, cashtown,goal, null, null
15,3,15,9, null, null, cashtown,goal, null, null
15,3,15,9, null, null, stayner,goal, null, null
15,3,15,9, null, null, stayner,goal, null, null
15,3,15,9, null, null, stayner,goal, null, null
15,3,15,9, null, null, stayner,goal, null, null
15,3,15,9, null, null, stayner,goal, null, null
15,3,15,9, null, null, stayner,goal, null, null
15,3,22,7, null, null, newlowell,goal, null, null
15,3,22,7, null, null, newlowell,goal, null, null
15,3,22,7, null, null, newlowell,goal, null, null
15,3,22,7, null, null, stayner,goal, null, null
15,3,22,7, null, null, stayner,goal, null, null
15,3,22,7, null, null, stayner,goal, null, null
15,3,22,7, null, null, stayner,goal, null, null
15,3,22,8, null, null, coatscreek,goal, null, null
15,3,22,8, null, null, coatscreek,goal, null, null
15,3,22,8, null, null, coatscreek,goal, null, null
15,3,22,8, null, null, coatscreek,goal, null, null
15,3,22,8, null, null, coatscreek,goal, null, null
15,3,22,8, null, null, coatscreek,goal, null, null
15,3,22,8, null, null, coatscreek,goal, null, null
15,3,22,8, null, null, garner,goal, null, null
15,3,22,8, null, null, garner,goal, null, null
15,3,22,8, null, null, garner,goal, null, null
15,3,29,7, null, null, coatscreek,goal, null, null
15,3,29,7, null, null, coatscreek,goal, null, null
15,3,29,7, null, null, coatscreek,goal, null, null
15,3,29,7, null, null, coatscreek,goal, null, null
15,3,29,7, null, null, coatscreek,goal, null, null
15,3,29,7, null, null, stayner,goal, null, null
15,3,8,7, null, null, garner,goal, null, null
15,3,8,7, null, null, garner,goal, null, null
15,3,8,7, null, null, garner,goal, null, null
15,3,8,7, null, null, belarus,goal, null, null
15,3,8,7, null, null, belarus,goal, null, null
15,3,8,7, null, null, belarus,goal, null, null
15,3,8,7, null, null, belarus,goal, null, null
15,3,8,7, null, null, belarus,goal, null, null
15,3,8,7, null, null, belarus,goal, null, null
15,3,8,8, null, null, coatscreek,goal, null, null
15,3,8,8, null, null, coatscreek,goal, null, null
15,3,8,8, null, null, coatscreek,goal, null, null
15,3,8,8, null, null, coatscreek,goal, null, null
15,3,8,8, null, null, coatscreek,goal, null, null
15,3,8,8, null, null, coatscreek,goal, null, null
15,3,8,8, null, null, cashtown,goal, null, null
15,3,8,8, null, null, cashtown,goal, null, null
15,3,8,8, null, null, cashtown,goal, null, null
15,3,8,9, null, null, stayner,goal, null, null
15,3,8,9, null, null, stayner,goal, null, null
15,3,8,9, null, null, stayner,goal, null, null
15,3,8,9, null, null, newlowell,goal, null, null
15,3,8,9, null, null, newlowell,goal, null, null
15,3,8,9, null, null, newlowell,goal, null, null
15,3,8,9, null, null, newlowell,goal, null, null
15,3,8,9, null, null, newlowell,goal, null, null
15,10,18,7, null, null, coatscreek,goal, null, null
15,10,18,7, null, null, coatscreek,goal, null, null
15,10,18,7, null, null, coatscreek,goal, null, null
15,10,18,7, null, null, coatscreek,goal, null, null
15,10,18,7, null, null, newlowell,goal, null, null
15,10,18,7, null, null, newlowell,goal, null, null
15,10,18,7, null, null, newlowell,goal, null, null
15,10,18,7, null, null, newlowell,goal, null, null
15,10,18,7, null, null, newlowell,goal, null, null
15,10,18,7, null, null, newlowell,goal, null, null
15,10,18,7, null, null, newlowell,goal, null, null
15,10,18,8, null, null, herbtown,goal, null, null
15,10,18,8, null, null, herbtown,goal, null, null
15,10,18,8, null, null, herbtown,goal, null, null
15,10,18,8, null, null, belarus,null, null, null
15,10,18,9, null, null, stayner,goal, null, null
15,10,18,9, null, null, stayner,goal, null, null
15,10,18,9, null, null, cashtown,goal, null, null
15,10,18,9, null, null, cashtown,goal, null, null
15,10,18,9, null, null, cashtown,goal, null, null
15,10,18,9, null, null, cashtown,goal, null, null
15,10,27,7, null, null, belarus,goal, null, null
15,10,27,7, null, null, belarus,goal, null, null
15,10,27,7, null, null, belarus,goal, null, null
15,10,27,7, null, null, cashtown,goal, null, null
15,10,27,7, null, null, cashtown,goal, null, null
15,10,27,7, null, null, cashtown,goal, null, null
15,10,27,8, null, null, coatscreek,goal, null, null
15,10,27,8, null, null, coatscreek,goal, null, null
15,10,27,8, null, null, coatscreek,goal, null, null
15,10,27,8, null, null, coatscreek,goal, null, null
15,10,27,8, null, null, coatscreek,goal, null, null
15,10,27,8, null, null, herbtown,goal, null, null
15,10,27,8, null, null, herbtown,goal, null, null
15,10,27,9, null, null, newlowell,goal, null, null
15,10,27,9, null, null, newlowell,goal, null, null
15,10,27,9, null, null, newlowell,goal, null, null
15,10,27,9, null, null, stayner,goal, null, null
15,10,27,9, null, null, stayner,goal, null, null
15,10,27,9, null, null, stayner,goal, null, null
15,11,1,7, null, null, newlowell,goal, null, null
15,11,1,7, null, null, newlowell,goal, null, null
15,11,1,7, null, null, newlowell,goal, null, null
15,11,1,7, null, null, cashtown,goal, null, null
15,11,1,7, null, null, cashtown,goal, null, null
15,11,1,7, null, null, cashtown,goal, null, null
15,11,1,7, null, null, cashtown,goal, null, null
15,11,1,7, null, null, cashtown,goal, null, null
15,11,1,8, null, null, herbtown,goal, null, null
15,11,1,8, null, null, herbtown,goal, null, null
15,11,1,8, null, null, herbtown,goal, null, null
15,11,1,8, null, null, herbtown,goal, null, null
15,11,1,8, null, null, stayner,goal, null, null
15,11,1,8, null, null, stayner,goal, null, null
15,11,1,9, null, null, coatscreek,goal, null, null
15,11,1,9, null, null, coatscreek,goal, null, null
15,11,1,9, null, null, coatscreek,goal, null, null
15,11,1,9, null, null, coatscreek,goal, null, null
15,11,1,9, null, null, coatscreek,goal, null, null
15,11,1,9, null, null, belarus,goal, null, null
15,11,1,9, null, null, belarus,goal, null, null
15,11,15,7, null, null, belarus,goal, null, null
15,11,15,7, null, null, stayner,goal, null, null
15,11,15,8, null, null, coatscreek,goal, null, null
15,11,15,8, null, null, coatscreek,goal, null, null
15,11,15,8, null, null, coatscreek,goal, null, null
15,11,15,8, null, null, coatscreek,goal, null, null
15,11,15,8, null, null, coatscreek,goal, null, null
15,11,15,8, null, null, cashtown,goal, null, null
15,11,15,8, null, null, cashtown,goal, null, null
15,11,15,8, null, null, cashtown,goal, null, null
15,11,15,9, null, null, newlowell,goal, null, null
15,11,15,9, null, null, newlowell,goal, null, null
15,11,15,9, null, null, newlowell,goal, null, null
15,11,15,9, null, null, herbtown,goal, null, null
15,11,22,7, null, null, herbtown,goal, null, null
15,11,22,7, null, null, herbtown,goal, null, null
15,11,22,7, null, null, herbtown,goal, null, null
15,11,22,7, null, null, belarus,goal, null, null
15,11,22,7, null, null, belarus,goal, null, null
15,11,22,7, null, null, belarus,goal, null, null
15,11,22,7, null, null, belarus,goal, null, null
15,11,22,7, null, null, belarus,goal, null, null
15,11,22,7, null, null, belarus,goal, null, null
15,11,22,7, null, null, belarus,goal, null, null
15,11,22,7, null, null, belarus,goal, null, null
15,11,22,8, null, null, stayner,goal, null, null
15,11,22,8, null, null, stayner,goal, null, null
15,11,22,8, null, null, cashtown,goal, null, null
15,11,22,8, null, null, cashtown,goal, null, null
15,11,22,8, null, null, cashtown,goal, null, null
15,11,22,8, null, null, cashtown,goal, null, null
15,11,22,8, null, null, cashtown,goal, null, null
15,11,22,9, null, null, coatscreek,goal, null, null
15,11,22,9, null, null, coatscreek,goal, null, null
15,11,22,9, null, null, coatscreek,goal, null, null
15,11,22,9, null, null, newlowell,goal, null, null
15,11,22,9, null, null, newlowell,goal, null, null
15,11,29,7, null, null, coatscreek,goal, null, null
15,11,29,7, null, null, coatscreek,goal, null, null
15,11,29,7, null, null, coatscreek,goal, null, null
15,11,29,7, null, null, coatscreek,goal, null, null
15,11,29,7, null, null, coatscreek,goal, null, null
15,11,29,7, null, null, coatscreek,goal, null, null
15,11,29,7, null, null, herbtown,goal, null, null
15,11,29,7, null, null, herbtown,goal, null, null
15,11,29,7, null, null, herbtown,goal, null, null
15,11,29,7, null, null, herbtown,goal, null, null
15,11,29,7, null, null, herbtown,goal, null, null
15,11,29,7, null, null, herbtown,goal, null, null
15,11,29,7, null, null, herbtown,goal, null, null
15,11,29,7, null, null, herbtown,goal, null, null
15,11,29,7, null, null, herbtown,goal, null, null
15,11,29,8, null, null, newlowell,goal, null, null
15,11,29,8, null, null, newlowell,goal, null, null
15,11,29,8, null, null, newlowell,goal, null, null
15,11,29,8, null, null, newlowell,goal, null, null
15,11,29,8, null, null, stayner,goal, null, null
15,11,29,9, null, null, belarus,goal, null, null
15,11,29,9, null, null, belarus,goal, null, null
15,11,29,9, null, null, belarus,goal, null, null
15,11,29,9, null, null, cashtown,goal, null, null
15,11,29,9, null, null, cashtown,goal, null, null
15,11,29,9, null, null, cashtown,goal, null, null
15,11,8,7, null, null, coatscreek,goal, null, null
15,11,8,7, null, null, coatscreek,goal, null, null
15,11,8,7, null, null, stayner,goal, null, null
15,11,8,7, null, null, stayner,goal, null, null
15,11,8,8, null, null, newlowell,goal, null, null
15,11,8,8, null, null, newlowell,goal, null, null
15,11,8,8, null, null, newlowell,goal, null, null
15,11,8,8, null, null, newlowell,goal, null, null
15,11,8,8, null, null, belarus,goal, null, null
15,11,8,9, null, null, herbtown,goal, null, null
15,11,8,9, null, null, herbtown,goal, null, null
15,11,8,9, null, null, cashtown,goal, null, null
15,11,8,9, null, null, cashtown,goal, null, null
15,11,8,9, null, null, cashtown,goal, null, null
15,11,8,9, null, null, cashtown,goal, null, null
15,11,8,9, null, null, cashtown,goal, null, null
15,11,8,9, null, null, cashtown,goal, null, null
15,11,8,9, null, null, cashtown,goal, null, null
15,11,8,9, null, null, cashtown,goal, null, null
15,12,13,7, null, null, newlowell,goal, null, null
15,12,13,7, null, null, newlowell,goal, null, null
15,12,13,7, null, null, newlowell,goal, null, null
15,12,13,7, null, null, newlowell,goal, null, null
15,12,13,7, null, null, belarus,null, null, null
15,12,13,8, null, null, herbtown,goal, null, null
15,12,13,8, null, null, herbtown,goal, null, null
15,12,13,8, null, null, herbtown,goal, null, null
15,12,13,8, null, null, herbtown,goal, null, null
15,12,13,8, null, null, herbtown,goal, null, null
15,12,13,8, null, null, herbtown,goal, null, null
15,12,13,8, null, null, herbtown,goal, null, null
15,12,13,8, null, null, cashtown,goal, null, null
15,12,13,8, null, null, cashtown,goal, null, null
15,12,13,8, null, null, cashtown,goal, null, null
15,12,13,8, null, null, cashtown,goal, null, null
15,12,13,9, null, null, coatscreek,goal, null, null
15,12,13,9, null, null, stayner,goal, null, null
15,12,13,9, null, null, stayner,goal, null, null
15,12,13,9, null, null, stayner,goal, null, null
15,12,13,9, null, null, stayner,goal, null, null
15,12,20,7, null, null, coatscreek,goal, null, null
15,12,20,7, null, null, coatscreek,goal, null, null
15,12,20,7, null, null, coatscreek,goal, null, null
15,12,20,7, null, null, coatscreek,goal, null, null
15,12,20,7, null, null, coatscreek,goal, null, null
15,12,20,7, null, null, cashtown,null, null, null
15,12,20,8, null, null, newlowell,goal, null, null
15,12,20,8, null, null, newlowell,goal, null, null
15,12,20,8, null, null, newlowell,goal, null, null
15,12,20,8, null, null, herbtown,goal, null, null
15,12,20,8, null, null, herbtown,goal, null, null
15,12,20,8, null, null, herbtown,goal, null, null
15,12,20,8, null, null, herbtown,goal, null, null
15,12,20,8, null, null, herbtown,goal, null, null
15,12,20,8, null, null, herbtown,goal, null, null
15,12,20,8, null, null, herbtown,goal, null, null
15,12,20,9, null, null, belarus,goal, null, null
15,12,20,9, null, null, belarus,goal, null, null
15,12,20,9, null, null, belarus,goal, null, null
15,12,20,9, null, null, belarus,goal, null, null
15,12,20,9, null, null, belarus,goal, null, null
15,12,20,9, null, null, belarus,goal, null, null
15,12,20,9, null, null, belarus,goal, null, null
15,12,20,9, null, null, belarus,goal, null, null
15,12,20,9, null, null, belarus,goal, null, null
15,12,20,9, null, null, stayner,goal, null, null
15,12,20,9, null, null, stayner,goal, null, null
15,12,27,7, null, null, stayner,goal, null, null
15,12,27,7, null, null, stayner,goal, null, null
15,12,27,7, null, null, stayner,goal, null, null
15,12,27,7, null, null, stayner,goal, null, null
15,12,27,7, null, null, stayner,goal, null, null
15,12,27,7, null, null, cashtown,goal, null, null
15,12,27,7, null, null, cashtown,goal, null, null
15,12,27,8, null, null, coatscreek,goal, null, null
15,12,27,8, null, null, coatscreek,goal, null, null
15,12,27,8, null, null, newlowell,goal, null, null
15,12,27,8, null, null, newlowell,goal, null, null
15,12,27,8, null, null, newlowell,goal, null, null
15,12,27,8, null, null, newlowell,goal, null, null
15,12,27,9, null, null, herbtown,goal, null, null
15,12,27,9, null, null, herbtown,goal, null, null
15,12,27,9, null, null, herbtown,goal, null, null
15,12,27,9, null, null, herbtown,goal, null, null
15,12,27,9, null, null, herbtown,goal, null, null
15,12,27,9, null, null, herbtown,goal, null, null
15,12,27,9, null, null, herbtown,goal, null, null
15,12,27,9, null, null, belarus,goal, null, null
15,12,27,9, null, null, belarus,goal, null, null
15,12,27,9, null, null, belarus,goal, null, null
15,12,27,9, null, null, belarus,goal, null, null
15,12,6,7, null, null, herbtown,goal, null, null
15,12,6,7, null, null, herbtown,goal, null, null
15,12,6,7, null, null, herbtown,goal, null, null
15,12,6,7, null, null, herbtown,goal, null, null
15,12,6,7, null, null, herbtown,goal, null, null
15,12,6,7, null, null, stayner,goal, null, null
15,12,6,7, null, null, stayner,goal, null, null
15,12,6,7, null, null, stayner,goal, null, null
15,12,6,7, null, null, stayner,goal, null, null
15,12,6,8, null, null, coatscreek,goal, null, null
15,12,6,8, null, null, coatscreek,goal, null, null
15,12,6,8, null, null, belarus,goal, null, null
15,12,6,8, null, null, belarus,goal, null, null
15,12,6,9, null, null, newlowell,goal, null, null
15,12,6,9, null, null, newlowell,goal, null, null
15,12,6,9, null, null, newlowell,goal, null, null
15,12,6,9, null, null, newlowell,goal, null, null
15,12,6,9, null, null, newlowell,goal, null, null
15,12,6,9, null, null, newlowell,goal, null, null
15,12,6,9, null, null, newlowell,goal, null, null
15,12,6,9, null, null, cashtown,goal, null, null
15,12,6,9, null, null, cashtown,goal, null, null
15,12,6,9, null, null, cashtown,goal, null, null
15,12,6,9, null, null, cashtown,goal, null, null
16,1,10,7, null, null, coatscreek,goal, null, null
16,1,10,7, null, null, coatscreek,goal, null, null
16,1,10,7, null, null, coatscreek,goal, null, null
16,1,10,7, null, null, belarus,goal, null, null
16,1,10,7, null, null, belarus,goal, null, null
16,1,10,7, null, null, belarus,goal, null, null
16,1,10,7, null, null, belarus,goal, null, null
16,1,10,7, null, null, belarus,goal, null, null
16,1,10,7, null, null, belarus,goal, null, null
16,1,10,7, null, null, belarus,goal, null, null
16,1,10,7, null, null, belarus,goal, null, null
16,1,10,8, null, null, newlowell,goal, null, null
16,1,10,8, null, null, newlowell,goal, null, null
16,1,10,8, null, null, newlowell,goal, null, null
16,1,10,8, null, null, newlowell,goal, null, null
16,1,10,8, null, null, newlowell,goal, null, null
16,1,10,8, null, null, newlowell,goal, null, null
16,1,10,8, null, null, newlowell,goal, null, null
16,1,10,8, null, null, newlowell,goal, null, null
16,1,10,8, null, null, cashtown,goal, null, null
16,1,10,8, null, null, cashtown,goal, null, null
16,1,10,8, null, null, cashtown,goal, null, null
16,1,10,8, null, null, cashtown,goal, null, null
16,1,10,8, null, null, cashtown,goal, null, null
16,1,10,9, null, null, herbtown,goal, null, null
16,1,10,9, null, null, herbtown,goal, null, null
16,1,10,9, null, null, stayner,goal, null, null
16,1,10,9, null, null, stayner,goal, null, null
16,1,10,9, null, null, stayner,goal, null, null
16,1,10,9, null, null, stayner,goal, null, null
16,1,10,9, null, null, stayner,goal, null, null
16,1,17,7, null, null, herbtown,goal, null, null
16,1,17,7, null, null, herbtown,goal, null, null
16,1,17,7, null, null, herbtown,goal, null, null
16,1,17,7, null, null, herbtown,goal, null, null
16,1,17,7, null, null, herbtown,goal, null, null
16,1,17,7, null, null, herbtown,goal, null, null
16,1,17,7, null, null, cashtown,goal, null, null
16,1,17,7, null, null, cashtown,goal, null, null
16,1,17,7, null, null, cashtown,goal, null, null
16,1,17,7, null, null, cashtown,goal, null, null
16,1,17,7, null, null, cashtown,goal, null, null
16,1,17,7, null, null, cashtown,goal, null, null
16,1,17,7, null, null, cashtown,goal, null, null
16,1,17,8, null, null, coatscreek,goal, null, null
16,1,17,8, null, null, coatscreek,goal, null, null
16,1,17,8, null, null, coatscreek,goal, null, null
16,1,17,8, null, null, coatscreek,goal, null, null
16,1,17,8, null, null, stayner,goal, null, null
16,1,17,8, null, null, stayner,goal, null, null
16,1,17,9, null, null, newlowell,goal, null, null
16,1,17,9, null, null, newlowell,goal, null, null
16,1,17,9, null, null, newlowell,goal, null, null
16,1,17,9, null, null, newlowell,goal, null, null
16,1,17,9, null, null, newlowell,goal, null, null
16,1,17,9, null, null, belarus,goal, null, null
16,1,17,9, null, null, belarus,goal, null, null
16,1,24,7, null, null, newlowell,goal, null, null
16,1,24,7, null, null, newlowell,goal, null, null
16,1,24,7, null, null, newlowell,goal, null, null
16,1,24,7, null, null, newlowell,goal, null, null
